order_id,order_timestamp,customer_id,sku,category,channel,price_usd,qty,discount_pct,status,city,state,country,order_amount_usd
O100366,2025-06-09 02:27:17,C0202,S-ZY7EZ9,Electronics,Email,26.35,5,,completed,New York,NY,USA,131.75
O100301,2025-06-09 04:22:21,C0021,S-88O98B,Home,Marketplace,50.0,3,0.15,processing,Seattle,WA,USA,127.5
O100783,2025-06-09 05:08:04,C0166,S-6O1EN1,Home,Social,24.65,4,0.16,completed,Austin,TX,USA,82.82
O100169,2025-06-09 07:00:56,C0409,S-8S8HMB,Apparel,Affiliate,48.04,1,0.0,completed,Boston,MA,USA,48.04
O100750,2025-06-09 07:07:59,C0124,S-2GUWJP,Beauty,Direct,19.45,4,,completed,San Francisco,CA,USA,77.8
O100855,2025-06-09 09:38:31,C0186,S-0B09ZI,Home,Social,71.78,5,,completed,Miami,FL,USA,358.9
O100749,2025-06-09 13:29:34,C0135,S-DXYASV,Electronics,Search,63.66,5,0.22,completed,Phoenix,AZ,USA,248.27
O100029,2025-06-09 16:06:53,C0150,S-HWJR64,Electronics,Direct,86.76,5,0.08,completed,San Francisco,CA,USA,399.1
O100878,2025-06-09 16:46:29,C0313,S-GQD7WK,Apparel,Social,34.07,2,0.05,completed,Austin,TX,USA,64.73
O101220,2025-06-09 17:38:20,C0108,S-9CD3IR,Home,Social,80.0,3,0.05,completed,Boston,MA,USA,228.0
O101372,2025-06-09 18:25:00,C0424,S-SL66UM,Electronics,Affiliate,107.72,3,0.16,completed,Denver,CO,USA,271.45
O100785,2025-06-09 20:42:48,C0260,S-BJZEYQ,Apparel,Search,40.13,2,0.17,completed,Boston,MA,USA,66.62
O101314,2025-06-09 20:43:44,C0084,S-ZN1RIA,Apparel,Social,13.73,1,0.03,completed,Chicago,IL,USA,13.32
O100319,2025-06-09 21:58:31,C0285,S-L44Y9I,Electronics,Social,51.99,2,0.18,completed,Miami,FL,USA,85.26
O100940,2025-06-09 23:45:33,C0338,S-SJXL66,Home,Search,66.68,1,0.16,cancelled,San Francisco,CA,USA,56.01
O100671,2025-06-09 23:49:00,C0493,S-P97BMZ,Apparel,Email,19.94,1,,returned,Austin,TX,USA,19.94
O100526,2025-06-09 23:54:56,C0226,S-F6JNG7,Apparel,Affiliate,24.62,4,0.04,completed,Boston,MA,USA,94.54
O101241,2025-06-10 00:31:46,C0221,S-19V58B,Beauty,Email,36.65,1,,completed,New York,NY,USA,36.65
O101401,2025-06-10 01:19:27,C0047,S-QOB867,Electronics,Search,100.54,5,0.27,completed,Denver,CO,USA,366.97
O101023,2025-06-10 02:21:14,C0224,S-9AZ3CE,Electronics,Search,41.62,4,0.1,completed,Seattle,WA,USA,149.83
O100222,2025-06-10 03:21:01,C0324,S-7KUU4Y,Home,Direct,77.49,2,0.03,completed,New York,NY,USA,150.33
O100886,2025-06-10 03:33:06,C0498,S-ZOWLC3,Beauty,Search,17.4,1,,processing,Austin,TX,USA,17.4
O100934,2025-06-10 04:03:03,C0445,S-88UA3A,Sports,Email,32.46,1,0.15,returned,Boston,MA,USA,27.59
O100780,2025-06-10 05:04:50,C0490,S-LURQBD,Home,Marketplace,31.47,1,0.0,completed,Chicago,IL,USA,31.47
O100007,2025-06-10 06:10:36,C0206,S-OC6UZH,Apparel,Affiliate,48.21,2,0.05,completed,Austin,TX,USA,91.6
O100336,2025-06-10 06:22:09,C0095,S-L9LCQH,Beauty,Email,42.79,5,0.15,completed,New York,NY,USA,181.86
O101445,2025-06-10 07:11:54,C0462,S-85D4VU,Electronics,Search,115.77,4,0.11,completed,Los Angeles,CA,USA,412.14
O101030,2025-06-10 08:10:20,C0082,S-1761M3,Electronics,Social,128.45,1,0.15,completed,San Francisco,CA,USA,109.18
O101330,2025-06-10 09:14:00,C0232,S-53MBWU,Sports,Search,27.51,5,0.09,completed,Chicago,IL,USA,125.17
O100083,2025-06-10 10:57:38,C0369,S-9IN4OL,Apparel,Marketplace,30.69,2,0.25,completed,Austin,TX,USA,46.04
O100829,2025-06-10 11:41:43,C0376,S-LNY2SV,Electronics,Direct,35.05,4,0.0,completed,Boston,MA,USA,140.2
O101288,2025-06-10 12:06:56,C0259,S-GKS6R6,Electronics,Search,39.72,4,0.25,completed,Boston,MA,USA,119.16
O100721,2025-06-10 12:17:04,C0349,S-X5ZU2Z,Home,Search,59.29,2,0.09,completed,Seattle,WA,USA,107.91
O100685,2025-06-10 12:30:20,C0085,S-0V5DTA,Electronics,Search,87.06,5,0.0,completed,Denver,CO,USA,435.3
O101116,2025-06-10 13:07:46,C0245,S-2BD2FM,Apparel,Email,32.37,3,0.28,completed,Seattle,WA,USA,69.92
O101427,2025-06-10 13:35:42,C0370,S-X815G5,Electronics,Search,83.03,2,0.1,completed,Miami,FL,USA,149.45
O100800,2025-06-10 14:01:24,C0123,S-B97EGT,Beauty,Search,27.01,2,0.2,completed,Denver,CO,USA,43.22
O101322,2025-06-10 14:47:32,C0126,S-9MO1RT,Home,Social,52.15,5,0.19,completed,Austin,TX,USA,211.21
O100211,2025-06-10 16:12:20,C0165,S-NOUHFJ,Sports,Email,64.19,3,0.29,completed,Austin,TX,USA,136.72
O100231,2025-06-10 17:52:15,C0390,S-EL8HL8,Sports,Direct,36.45,5,0.03,completed,Boston,MA,USA,176.78
O101057,2025-06-10 18:20:02,C0160,S-A68T2A,Beauty,Search,28.96,4,0.11,completed,Phoenix,AZ,USA,103.1
O100622,2025-06-10 22:41:03,C0210,S-PSO1LQ,Home,Email,156.43,1,0.08,completed,Chicago,IL,USA,143.92
O101106,2025-06-10 23:57:21,C0344,S-LY7500,Electronics,Direct,27.95,4,0.26,completed,Chicago,IL,USA,82.73
O100393,2025-06-11 01:42:55,C0234,S-0W064W,Beauty,Email,44.7,1,0.05,completed,Seattle,WA,USA,42.47
O100394,2025-06-11 04:23:17,C0378,S-6TT9Q1,Apparel,Search,21.23,2,0.17,completed,Chicago,IL,USA,35.24
O101150,2025-06-11 05:07:53,C0492,S-5CPJZE,Beauty,Social,21.39,1,,completed,San Francisco,CA,USA,21.39
O101216,2025-06-11 06:32:06,C0171,S-S1VIP3,Home,Social,45.52,5,0.24,completed,Miami,FL,USA,172.98
O100659,2025-06-11 11:07:25,C0307,S-JY32HO,electronics,Affiliate,152.18,5,0.3,processing,Phoenix,AZ,USA,532.63
O100949,2025-06-11 11:18:15,C0295,S-NL63GA,Electronics,Email,93.24,5,0.05,completed,,CA,USA,442.89
O101230,2025-06-11 11:32:41,C0435,S-HDV5OJ,Beauty,Email,37.25,1,0.07,completed,Denver,CO,USA,34.64
O100262,2025-06-11 12:29:56,C0427,S-YRID3D,Apparel,Direct,22.31,1,0.07,completed,Austin,TX,USA,20.75
O100274,2025-06-11 13:38:20,C0172,S-WRSB4G,Electronics,Social,41.58,2,0.04,cancelled,New York,NY,USA,79.83
O100865,2025-06-11 16:26:01,C0153,S-A1JQNN,Sports,Email,68.23,3,0.2,completed,Boston,MA,USA,163.75
O101237,2025-06-11 19:25:26,C0288,S-ZZXT9Q,Home,Search,43.85,3,,completed,Boston,MA,USA,131.55
O100895,2025-06-11 20:28:31,C0335,S-KS4F6A,Apparel,Search,25.98,1,0.05,completed,Seattle,WA,USA,24.68
O101461,2025-06-11 20:56:15,C0426,S-HM54XR,Sports,Direct,46.08,5,0.15,completed,Denver,CO,USA,195.84
O100052,2025-06-11 21:18:51,C0467,S-NHL1N1,Beauty,Search,25.83,4,0.0,completed,San Francisco,CA,USA,103.32
O100545,2025-06-11 22:21:26,C0111,S-K4AEGV,Electronics,Direct,234.09,1,0.22,completed,Chicago,IL,USA,182.59
O101357,2025-06-11 23:46:48,C0391,S-RIN0XG,Apparel,Direct,31.27,1,0.14,completed,Phoenix,AZ,USA,26.89
O100589,2025-06-11 23:47:57,C0246,S-6SPBNQ,Home,Affiliate,40.07,3,,completed,Los Angeles,CA,USA,120.21
O100101,2025-06-12 00:17:16,C0128,S-7KYHQI,Apparel,Marketplace,22.3,4,0.15,completed,Miami,FL,USA,75.82
O100263,2025-06-12 00:26:18,C0438,S-XYCUVF,Apparel,Search,69.41,5,0.0,completed,Denver,CO,USA,347.05
O100788,2025-06-12 01:36:07,C0009,S-43XZ6O,Electronics,Search,227.94,3,0.19,completed,Denver,CO,USA,553.89
O100364,2025-06-12 02:56:25,C0106,S-PVYIOM,Electronics,Affiliate,166.68,5,0.09,completed,Phoenix,AZ,USA,758.39
O100199,2025-06-12 03:30:11,C0064,S-E4E9OE,Sports,Affiliate,48.58,1,0.03,completed,Chicago,IL,USA,47.12
O100698,2025-06-12 04:02:23,C0392,S-JFYSYZ,Sports,Direct,39.11,5,0.19,completed,New York,NY,USA,158.4
O100460,2025-06-12 04:32:09,C0282,S-B7GBDG,Electronics,Social,87.32,2,0.08,completed,Boston,MA,USA,160.67
O100371,2025-06-12 05:43:19,C0264,S-O2Y8B0,Electronics,Affiliate,72.37,5,0.17,returned,Boston,MA,USA,300.34
O100737,2025-06-12 05:46:46,C0176,S-NGA01Y,Beauty,Search,52.71,2,0.13,completed,Chicago,IL,USA,91.72
O101003,2025-06-12 05:51:26,C0015,S-Q6MF5Q,Electronics,Search,49.19,3,0.0,completed,Los Angeles,CA,USA,147.57
O101060,2025-06-12 06:02:42,C0284,S-FMQ0YC,Home,Affiliate,60.2,3,,completed,New York,NY,USA,180.6
O100147,2025-06-12 06:08:05,C0213,S-W3C1QK,Electronics,Search,95.72,5,0.3,completed,Chicago,IL,USA,335.02
O100028,2025-06-12 07:02:39,C0165,S-7D5J60,Electronics,Direct,347.12,4,0.25,completed,Miami,FL,USA,1041.36
O101190,2025-06-12 08:04:54,C0100,S-NQOHN3,Electronics,Search,95.85,1,0.16,cancelled,Los Angeles,CA,USA,80.51
O100443,2025-06-12 09:08:47,C0058,S-QA78RA,Apparel,Direct,12.86,2,0.06,completed,San Francisco,CA,USA,24.18
O100182,2025-06-12 09:15:45,C0010,S-KKZMPJ,Apparel,Search,39.81,1,0.22,completed,Los Angeles,CA,USA,31.05
O100539,2025-06-12 10:22:55,C0333,S-VU4ISO,Home,Direct,63.24,3,0.12,processing,Phoenix,AZ,USA,166.95
O100470,2025-06-12 13:50:09,C0171,S-3DO700,Beauty,Search,17.6,2,,completed,Phoenix,AZ,USA,35.2
O100639,2025-06-12 14:50:28,C0074,S-B9OI0D,Beauty,Search,21.79,5,0.29,completed,New York,NY,USA,77.35
O101042,2025-06-12 15:03:40,C0174,S-2Z7NUX,Electronics,Social,104.3,1,0.17,completed,New York,NY,USA,86.57
O100637,2025-06-12 16:24:09,C0047,S-ALULDR,Home,Search,21.59,2,0.19,completed,Miami,FL,USA,34.98
O101369,2025-06-12 16:34:02,C0237,S-NOQ37K,Home,Direct,36.93,4,0.08,completed,Boston,MA,USA,135.9
O100706,2025-06-12 16:50:32,C0109,S-ZLM36V,Electronics,Direct,159.84,4,0.14,completed,Los Angeles,CA,USA,549.85
O100352,2025-06-12 17:04:01,C0030,S-RR5PCX,Electronics,Affiliate,131.9,5,0.06,completed,Phoenix,AZ,USA,619.93
O101412,2025-06-12 20:51:01,C0067,S-99BV2J,Beauty,Email,23.93,2,0.11,returned,Seattle,WA,USA,42.6
O101222,2025-06-12 21:22:39,C0238,S-UE1MY6,Apparel,Direct,63.03,5,0.09,completed,Miami,FL,USA,286.79
O100303,2025-06-12 22:11:50,C0203,S-QJICJD,Electronics,Direct,235.04,2,,completed,Austin,TX,USA,470.08
O100798,2025-06-12 22:29:51,C0259,S-XKA4LI,Home,Marketplace,33.71,4,0.11,completed,Seattle,WA,USA,120.01
O100277,2025-06-12 22:48:09,C0427,S-EYBISB,Apparel,Affiliate,15.51,5,0.24,returned,Chicago,IL,USA,58.94
O100657,2025-06-12 23:43:53,C0326,S-XGPXAH,Electronics,Email,70.97,2,0.22,completed,Seattle,WA,USA,110.71
O101194,2025-06-13 01:44:03,C0197,S-06B4GA,Home,Search,69.47,4,0.0,completed,San Francisco,CA,USA,277.88
O101160,2025-06-13 02:05:50,C0328,S-RUWA03,Beauty,Affiliate,20.15,1,0.13,completed,Miami,FL,USA,17.53
O100259,2025-06-13 02:06:48,C0253,S-A8HYEX,Electronics,Marketplace,118.44,3,0.27,completed,Miami,FL,USA,259.38
O101072,2025-06-13 02:25:50,C0432,S-6LH07B,Electronics,Marketplace,130.69,1,0.2,completed,Denver,CO,USA,104.55
O100234,2025-06-13 03:37:55,C0292,S-YFKJFP,Apparel,Direct,27.56,4,0.12,completed,Phoenix,AZ,USA,97.01
O100424,2025-06-13 04:01:05,C0480,S-0IIJI4,Beauty,Direct,14.87,5,0.0,completed,New York,NY,USA,74.35
O100808,2025-06-13 04:32:07,C0445,S-IB3WYZ,Home,Search,41.7,3,,completed,Austin,TX,USA,125.1
O100856,2025-06-13 05:18:45,C0321,S-2SJP75,Beauty,Direct,19.69,3,0.12,returned,Chicago,IL,USA,51.98
O101202,2025-06-13 06:01:53,C0189,S-ZQVS9J,Sports,Direct,76.71,5,0.19,completed,Austin,TX,USA,310.68
O101108,2025-06-13 06:17:11,C0429,S-MN1S3Y,Electronics,Marketplace,72.77,3,0.18,completed,Austin,TX,USA,179.01
O100276,2025-06-13 07:45:43,C0377,S-T60PLO,Beauty,Search,47.31,1,0.0,completed,Miami,FL,USA,47.31
O101407,2025-06-13 08:09:37,C0140,S-JHBAEP,Electronics,Social,28.39,1,0.23,cancelled,Denver,CO,USA,21.86
O100661,2025-06-13 08:20:31,C0306,S-BWVF8G,Home,Search,63.27,4,0.06,completed,Boston,MA,USA,237.9
O100608,2025-06-13 09:01:58,C0473,S-EXKG6X,Electronics,Social,106.85,2,0.0,completed,New York,NY,USA,213.7
O100163,2025-06-13 10:06:34,C0076,S-VUGW6M,Sports,Search,16.69,1,0.18,returned,New York,NY,USA,68.45
O101210,2025-06-13 11:07:55,C0049,S-2NI8TN,Electronics,Search,237.41,3,0.21,completed,Phoenix,AZ,USA,562.66
O101360,2025-06-13 14:12:13,C0049,S-KUPCJ8,Apparel,Direct,36.44,3,,cancelled,Austin,TX,USA,109.32
O100445,2025-06-13 14:22:04,C0221,S-PI163Y,Electronics,Social,233.22,4,0.1,completed,Denver,CO,USA,839.59
O100251,2025-06-13 14:22:23,C0026,S-P91I3V,Apparel,Social,32.79,2,0.02,completed,Austin,TX,USA,64.27
O100509,2025-06-13 15:42:50,C0236,S-R0R35I,Electronics,Search,86.79,2,0.21,completed,Boston,MA,USA,137.13
O100891,2025-06-13 16:03:01,C0274,S-PQXO0E,Beauty,Search,22.08,5,0.14,completed,Denver,CO,USA,94.94
O100390,2025-06-13 16:57:06,C0031,S-LQWLVU,Apparel,Direct,34.29,5,0.22,completed,San Francisco,CA,USA,133.73
O100905,2025-06-13 20:38:50,C0296,S-3CE8ZN,Electronics,Marketplace,35.58,1,0.25,completed,New York,NY,USA,26.68
O100507,2025-06-13 21:06:00,C0154,S-SSZWD0,Home,Marketplace,63.35,4,0.06,completed,Phoenix,AZ,USA,238.2
O100633,2025-06-13 21:08:17,C0159,S-UFCJVN,Home,Social,41.18,3,0.1,completed,San Francisco,CA,USA,111.19
O100351,2025-06-13 22:13:44,C0085,S-RUPW2W,Sports,Affiliate,23.1,2,0.05,completed,Austin,TX,USA,43.89
O101297,2025-06-13 22:17:01,C0098,S-0V4PSC,Sports,Search,46.05,4,,returned,Phoenix,AZ,USA,184.2
O101368,2025-06-13 22:40:18,C0069,S-ISRCVP,Home,Social,39.83,5,,completed,San Francisco,CA,USA,199.15
O101375,2025-06-13 23:00:35,C0327,S-23GXRI,Apparel,Search,14.03,1,0.3,completed,Los Angeles,CA,USA,9.82
O100175,2025-06-13 23:33:07,C0431,S-9V20YA,Apparel,Marketplace,67.86,1,,completed,Phoenix,AZ,USA,67.86
O100406,2025-06-14 00:21:32,C0184,S-S6Y3VG,Sports,Email,17.09,4,,returned,Los Angeles,CA,USA,68.36
O100613,2025-06-14 03:06:14,C0444,S-EK2O7F,Electronics,Email,142.37,1,0.11,returned,Los Angeles,CA,USA,126.71
O101005,2025-06-14 03:37:34,C0036,S-K1KO6X,Apparel,Email,68.36,3,0.12,completed,Phoenix,AZ,USA,180.47
O100626,2025-06-14 04:47:25,C0431,S-C9MV9E,Beauty,Social,23.16,3,0.19,completed,Phoenix,AZ,USA,56.28
O100531,2025-06-14 06:50:37,C0397,S-CD31NR,Home,Search,64.52,4,0.14,completed,Phoenix,AZ,USA,221.95
O100838,2025-06-14 07:02:39,C0051,S-XV8WOB,Electronics,Email,41.51,3,0.11,completed,Austin,TX,USA,110.83
O100682,2025-06-14 07:36:40,C0410,S-UT7SSO,Apparel,Social,28.82,4,0.21,completed,Miami,FL,USA,91.07
O100377,2025-06-14 07:49:39,C0047,S-T939AY,Apparel,Marketplace,27.04,3,0.12,completed,Phoenix,AZ,USA,71.39
O101122,2025-06-14 09:35:04,C0458,S-DNGFLY,Apparel,Search,35.0,4,0.04,processing,Austin,TX,USA,134.4
O100426,2025-06-14 11:09:31,C0180,S-65UJG1,Home,Direct,27.13,1,0.0,completed,Austin,TX,USA,27.13
O101424,2025-06-14 12:52:37,C0005,S-FC1YUZ,Apparel,Search,23.18,4,0.13,completed,Los Angeles,CA,USA,80.67
O100353,2025-06-14 12:55:58,C0406,S-0I85SY,Home,Direct,40.15,5,0.08,completed,Boston,MA,USA,184.69
O100465,2025-06-14 13:53:17,C0304,S-5GGOMF,Sports,Direct,22.52,1,0.02,completed,Miami,FL,USA,22.07
O100782,2025-06-14 16:44:49,C0171,S-DZB5F5,Home,Social,122.76,5,0.19,completed,Seattle,WA,USA,497.18
O100421,2025-06-14 17:35:39,C0223,S-18QQVA,Electronics,Search,40.6,4,0.25,completed,Seattle,WA,USA,121.8
O100919,2025-06-14 20:06:34,C0104,S-DA1L52,Sports,Email,38.99,4,0.16,completed,Austin,TX,USA,131.01
O101397,2025-06-14 20:29:50,C0305,S-5QXS2U,Beauty,Direct,8.33,3,0.09,completed,Denver,CO,USA,22.74
O100341,2025-06-14 21:07:38,C0234,S-HASEZ2,Apparel,Social,35.91,2,0.0,completed,Phoenix,AZ,USA,71.82
O101059,2025-06-14 23:46:52,C0091,S-J590EM,Electronics,Social,181.31,5,0.02,completed,Miami,FL,USA,888.42
O100709,2025-06-15 00:12:51,C0032,S-A6TJ3K,Apparel,Email,67.51,2,0.02,completed,Miami,FL,USA,132.32
O100017,2025-06-15 00:52:22,C0218,S-CIYHE7,Home,Email,50.76,4,0.08,completed,Denver,CO,USA,186.8
O100960,2025-06-15 01:23:08,C0228,S-PEGLNU,Electronics,Social,41.89,5,0.14,returned,San Francisco,CA,USA,180.13
O100988,2025-06-15 03:05:03,C0039,S-BE52S8,Home,Marketplace,84.68,1,0.0,completed,Austin,TX,USA,84.68
O101156,2025-06-15 03:41:05,C0164,S-F2EV4J,Electronics,Affiliate,84.2,3,0.1,completed,Austin,TX,USA,227.34
O100344,2025-06-15 03:50:09,C0315,S-3DZEED,Electronics,Search,124.82,4,0.0,completed,Los Angeles,CA,USA,499.28
O101046,2025-06-15 04:48:47,C0094,S-6XVQPU,Beauty,Search,29.39,1,0.12,completed,Denver,CO,USA,25.86
O100063,2025-06-15 04:54:45,C0142,S-ZJJEGE,Home,Social,38.88,1,0.02,completed,Seattle,WA,USA,38.1
O100145,2025-06-15 06:13:40,C0452,S-A5BNN0,Apparel,Search,64.17,2,0.0,completed,New York,NY,USA,128.34
O100977,2025-06-15 09:34:09,C0115,S-0DSZRK,Sports,Search,16.74,2,0.13,completed,New York,NY,USA,29.13
O100582,2025-06-15 11:29:33,C0272,S-0SPO3Z,Electronics,Email,81.85,4,0.15,completed,San Francisco,CA,USA,278.29
O100155,2025-06-15 11:34:32,C0001,S-AGS6E1,Beauty,Search,27.58,2,0.16,completed,Boston,MA,USA,46.33
O100138,2025-06-15 12:21:09,C0206,S-BRN7ZS,Electronics,Search,48.01,1,0.23,completed,Boston,MA,USA,36.97
O100122,2025-06-15 15:28:54,C0454,S-D4IVSO,Electronics,Direct,73.19,5,0.0,completed,Austin,TX,USA,365.95
O100678,2025-06-15 16:02:42,C0457,S-ERP3LY,Electronics,Social,25.07,3,0.01,returned,Los Angeles,CA,USA,74.46
O101145,2025-06-15 16:03:44,C0337,S-WEW9V0,Sports,Direct,27.97,2,,completed,Phoenix,AZ,USA,55.94
O101462,2025-06-15 16:38:13,C0125,S-QC6CQK,Apparel,Affiliate,54.67,1,,completed,Chicago,IL,USA,54.67
O101101,2025-06-15 16:40:18,C0154,S-J4X0LY,Sports,Affiliate,39.8,1,0.13,completed,Phoenix,AZ,USA,34.63
O101152,2025-06-15 16:56:39,C0289,S-PEFJ31,Electronics,Search,103.05,3,,completed,Miami,FL,USA,309.15
O101473,2025-06-15 17:03:42,C0161,S-D7WDJV,Beauty,Marketplace,17.83,4,0.21,completed,Boston,MA,USA,56.34
O101273,2025-06-15 19:34:33,C0456,S-5NA2FQ,Beauty,Email,23.41,2,0.21,completed,Denver,CO,USA,36.99
O100797,2025-06-15 19:42:27,C0124,S-I09P5E,Electronics,Social,35.28,4,0.26,completed,Denver,CO,USA,104.43
O100448,2025-06-15 21:32:37,C0003,S-HP2RNZ,Electronics,Search,186.4,2,0.1,completed,Austin,TX,USA,335.52
O100832,2025-06-15 22:06:50,C0112,S-C3FZ47,Electronics,Social,191.79,2,0.17,processing,Austin,TX,USA,318.37
O100397,2025-06-15 22:08:16,C0145,S-IJIYS2,Apparel,Marketplace,17.09,2,0.27,cancelled,San Francisco,CA,USA,24.95
O100824,2025-06-15 22:26:44,C0106,S-G7ZD9B,Sports,Direct,139.75,5,0.0,completed,Chicago,IL,USA,698.75
O101312,2025-06-15 23:02:36,C0284,S-V3IU6L,Sports,Direct,22.77,2,0.08,completed,Miami,FL,USA,41.9
O100379,2025-06-15 23:17:03,C0386,S-3N2QB6,Electronics,Email,140.78,2,0.21,processing,Austin,TX,USA,222.43
O101399,2025-06-15 23:44:50,C0233,S-NNLHAP,Home,Search,54.62,3,0.02,returned,Austin,TX,USA,160.58
O100409,2025-06-15 23:59:05,C0453,S-DERI4K,Sports,Direct,55.09,5,0.12,completed,San Francisco,CA,USA,242.4
O100888,2025-06-16 00:52:36,C0448,S-5WT3HJ,Home,Affiliate,37.6,2,0.05,completed,Austin,TX,USA,71.44
O101174,2025-06-16 01:18:52,C0068,S-1AZHZK,Apparel,Direct,135.88,2,0.17,completed,Miami,FL,USA,225.56
O101435,2025-06-16 04:04:43,C0237,S-1XRUTT,Beauty,Affiliate,22.36,1,0.0,processing,Denver,CO,USA,22.36
O100214,2025-06-16 04:35:08,C0438,S-B48Y1O,Beauty,Search,21.53,1,0.2,completed,San Francisco,CA,USA,17.22
O100887,2025-06-16 04:35:43,C0275,S-JAX57U,Beauty,Social,25.87,4,,processing,Chicago,IL,USA,103.48
O100205,2025-06-16 04:41:16,C0263,S-2LOFN1,Apparel,Affiliate,30.44,4,0.16,completed,Austin,TX,USA,102.28
O100077,2025-06-16 04:52:19,C0084,S-3A5QBS,Home,Email,96.11,1,0.22,completed,San Francisco,CA,USA,74.97
O100711,2025-06-16 05:47:40,C0178,S-29U6WT,Home,Direct,22.32,4,0.14,completed,Phoenix,AZ,USA,76.78
O100860,2025-06-16 06:52:19,C0357,S-YBQG71,Sports,Search,23.88,3,0.21,completed,Austin,TX,USA,56.6
O100559,2025-06-16 07:11:42,C0316,S-JZ6US7,Apparel,Direct,75.03,3,0.14,returned,New York,NY,USA,193.58
O100826,2025-06-16 07:13:30,C0323,S-571VXN,Beauty,Social,12.02,2,0.18,completed,Los Angeles,CA,USA,19.71
O100645,2025-06-16 07:32:42,C0428,S-I3QUPX,Electronics,Search,107.22,5,0.05,completed,Chicago,IL,USA,509.3
O100419,2025-06-16 07:34:01,C0328,S-I8QOAG,Home,Email,68.46,5,,completed,Miami,FL,USA,342.3
O100647,2025-06-16 07:42:10,C0343,S-V56ONX,Electronics,Marketplace,165.56,3,0.4,completed,Austin,TX,USA,298.01
O100039,2025-06-16 08:35:22,C0150,S-LZTGXN,Beauty,Search,21.78,3,0.0,completed,Denver,CO,USA,65.34
O100704,2025-06-16 10:33:22,C0496,S-7DL9FC,Beauty,Social,28.67,1,0.27,completed,Phoenix,AZ,USA,20.93
O100242,2025-06-16 11:14:38,C0329,S-QPAHKZ,Beauty,Email,29.37,5,0.22,completed,Los Angeles,CA,USA,114.54
O100267,2025-06-16 12:20:37,C0379,S-RVT997,Electronics,Affiliate,164.18,1,0.05,completed,Miami,FL,USA,155.97
O100487,2025-06-16 12:35:25,C0093,S-6LTHET,Beauty,Affiliate,10.12,2,0.05,completed,Los Angeles,CA,USA,19.23
O100458,2025-06-16 12:43:23,C0065,S-1S05WN,Home,Direct,67.99,2,0.0,completed,Los Angeles,CA,USA,135.98
O100130,2025-06-16 13:12:01,C0013,S-BWMLUN,Electronics,Affiliate,83.96,4,0.17,processing,Phoenix,AZ,USA,278.75
O100931,2025-06-16 15:15:51,C0057,S-WL9700,Electronics,Search,151.55,3,0.05,completed,Austin,TX,USA,431.92
O101105,2025-06-16 16:26:56,C0384,S-0GV812,Electronics,Direct,71.89,4,0.09,completed,Seattle,WA,USA,261.68
O101398,2025-06-16 16:27:13,C0202,S-G4EBC9,Beauty,Search,20.0,1,0.15,cancelled,Denver,CO,USA,17.0
O100566,2025-06-16 17:50:21,C0308,S-6WIXAW,Sports,Affiliate,54.04,4,0.26,completed,Phoenix,AZ,USA,159.96
O100524,2025-06-16 19:10:36,C0133,S-WYQMLH,Beauty,Affiliate,26.5,3,0.23,completed,Boston,MA,USA,61.22
O100354,2025-06-16 21:11:05,C0500,S-MYN4U9,Electronics,Social,237.4,5,0.04,completed,Boston,MA,USA,1139.52
O101493,2025-06-16 22:45:02,C0296,S-0JFNEO,Beauty,Email,25.59,3,0.07,processing,Miami,FL,USA,71.4
O101337,2025-06-16 23:16:22,C0028,S-0FCYBR,Beauty,Direct,25.54,5,,processing,Phoenix,AZ,USA,127.7
O100670,2025-06-17 00:23:03,C0235,S-U7WPGB,Electronics,Email,107.44,4,0.05,completed,Boston,MA,USA,408.27
O100033,2025-06-17 00:26:41,C0143,S-935A0L,Sports,Affiliate,53.17,1,0.22,returned,Seattle,WA,USA,41.47
O101196,2025-06-17 01:24:50,C0351,S-03G5DF,Apparel,Direct,36.85,4,,completed,Chicago,IL,USA,147.4
O101305,2025-06-17 01:39:58,C0441,S-NP36F8,electronics,Search,106.28,3,0.23,completed,Chicago,IL,USA,245.51
O100910,2025-06-17 01:44:26,C0261,S-0OCO39,Home,Search,61.33,3,0.06,completed,Boston,MA,USA,172.95
O100056,2025-06-17 02:54:58,C0119,S-CYWD14,Home,Search,37.64,5,,processing,San Francisco,CA,USA,188.2
O100294,2025-06-17 05:17:31,C0108,S-DXJ37C,Sports,Search,27.73,3,0.2,returned,Denver,CO,USA,66.55
O100690,2025-06-17 05:40:45,C0402,S-BAWZ94,Beauty,Email,31.15,2,0.25,completed,Chicago,IL,USA,46.72
O100846,2025-06-17 05:52:01,C0307,S-UZS9MT,Electronics,Search,100.46,3,0.37,completed,Seattle,WA,USA,189.87
O100695,2025-06-17 06:35:48,C0414,S-WK0YEH,Home,Search,105.07,3,0.0,completed,Boston,MA,USA,315.21
O100593,2025-06-17 09:12:43,C0077,S-GA24SM,Home,Social,94.04,1,0.11,completed,Boston,MA,USA,83.7
O100840,2025-06-17 09:49:35,C0254,S-NECRYS,Electronics,Email,183.73,1,0.16,completed,Chicago,IL,USA,154.33
O101426,2025-06-17 09:54:39,C0050,S-O3Q825,apparel,Affiliate,24.83,4,0.13,completed,Denver,CO,USA,86.41
O100939,2025-06-17 11:13:50,C0171,S-8M2Q6X,Beauty,Direct,24.47,2,0.07,processing,Seattle,WA,USA,45.51
